3.332749666,0.222231896,13.47953596,74.23483475,0.460656782,49.44677469
4.351148876,0.274410707,44.1463596,76.06672441,0.447537243,52.21393081
3.40018957,0.219698013,15.71443563,74.13522713,0.466977204,49.34272655
2.411684939,0.212292873,15.31284366,73.83748981,0.445131499,48.14688916
7.504106027,0.399765371,41.24381738,79.33480216,0.457327822,57.48408754
4.181273994,0.261828375,23.33219622,75.65920158,0.477230782,52.12582828
5.808899219,0.325807932,54.667294,77.55794212,0.437476299,53.81096821
3.036212445,0.196945148,22.08489799,73.18560652,0.425249421,47.05406642
4.059003749,0.195293635,49.14467518,73.11333737,0.476236409,48.41892099
3.301296602,0.242397311,21.78188492,74.98925482,0.449473739,50.39421636
2.918475976,0.215855778,17.86903641,73.98206343,0.46197155,49.22530856
4.226753424,0.277251822,34.0191206,76.15625651,0.443537599,52.03955592
4.141320102,0.246241118,18.78567617,75.12599387,0.484550257,51.28675477
8.31508503,0.281997586,111.6449361,76.30363725,0.441970719,52.10596011
3.120228963,0.183863654,14.72514814,72.58861681,0.464556497,47.05524414
3.591174841,0.223164006,23.93563475,74.27119702,0.478537642,49.86229203
5.062526509,0.347401231,25.11896497,78.11534102,0.452823212,54.96954034
4.664687753,0.245754504,38.60692957,75.10872903,0.44263804,50.72666421
4.241913234,0.240310933,50.58524053,74.91422183,0.416623586,49.63773647
3.762749889,0.209606546,22.61304435,73.72679751,0.440726081,48.03965952
4.728727325,0.242481114,41.4153136,74.99230087,0.423155395,49.49479927
1.911552884,0.16806119,8.220909487,71.80807108,0.435619847,45.33393469
3.323115395,0.209957251,17.44946292,73.74151276,0.437794602,48.60165456
3.91108934,0.24061128,18.72912806,74.92502679,0.449462512,50.27213897
5.921393511,0.287081131,45.04792223,76.45884205,0.44897057,52.94434022
2.305566268,0.193681754,8.479439691,73.04075142,0.448881955,47.10183123
3.599392309,0.222240791,22.35793591,74.23530025,0.479061035,50.08298194
7.661796389,0.41139986,44.98205751,79.58402648,0.470264619,57.80853647
2.068676524,0.16952084,10.92962882,71.88348486,0.430038035,45.39434244
5.423670024,0.27258082,45.0483087,76.0086062,0.48213579,52.77465401
1.609490125,0.176907547,7.787849758,72.25434432,0.432560911,45.69553644
8.508903912,0.32278141,87.37078184,77.47687549,0.472579454,54.65091968
4.702516438,0.249003141,41.89041478,75.2227959,0.43919828,50.94593007
11.15223642,0.486274371,126.9298901,81.03633377,0.485305611,60.71153111
4.775765241,0.228882295,30.801902,74.49096016,0.467799578,50.15541336
3.913639588,0.215262066,39.01564402,73.95804902,0.426294858,48.32366449
1.808409503,0.197583314,7.044765206,73.21370583,0.454839839,47.90694394
4.23454585,0.255929433,30.136446,75.4614853,0.424766118,50.96116508
6.312148244,0.294038562,54.2019808,76.66679755,0.461225962,53.01723432
5.717798677,0.224600752,102.8636755,74.32703217,0.485458106,50.06524312
5.57668493,0.25793924,46.72185886,75.52906795,0.443051951,51.19292546
4.45811763,0.275387185,26.56816608,76.09757328,0.459529076,52.17159673
